site_event_id,event_id,Year,event_name,division,Tier,Player,PDGA,player_rating,tournament_total_strokes,Total,Place,Wins,Top 3s,Top 10s,Top 20s,Aces,Albatrosses,Eagles,Birdies,Pars,Bogeys+,TotalPoints,MajorMultiplierUsed,Rounds,HolesCounted
qcc,96403,2026,Queen City Classic presented by Another Round,MPO,Disc Golf Pro Tour,Drew Gibson,48346,1029,65,5,T82,0,0,0,0,0,0,0,8,11,9,-1.0,1.0,2,28
qcc,96403,2026,Queen City Classic presented by Another Round,MPO,Disc Golf Pro Tour,Evan Walker,190731,1023,65,5,T82,0,0,0,0,0,0,0,5,16,9,-4.0,1.0,2,30
qcc,96403,2026,Queen City Classic presented by Another Round,MPO,Disc Golf Pro Tour,Jasper Tyll,90585,995,64,5,T82,0,0,0,0,0,0,0,4,13,8,-4.0,1.0,2,25
qcc,96403,2026,Queen City Classic presented by Another Round,MPO,Disc Golf Pro Tour,Nate Corder,44800,981,65,5,T82,0,0,0,0,0,0,0,3,18,7,-4.0,1.0,2,28
qcc,96403,2026,Queen City Classic presented by Another Round,MPO,Disc Golf Pro Tour,Nick Robertson,127048,1006,66,5,T82,0,0,0,0,0,0,0,7,12,11,-4.0,1.0,2,30
qcc,96403,2026,Queen City Classic presented by Another Round,MPO,Disc Golf Pro Tour,Zach Melton,38631,995,66,5,T82,0,0,0,0,0,0,0,7,12,11,-4.0,1.0,2,30
qcc,96403,2026,Queen City Classic presented by Another Round,MPO,Disc Golf Pro Tour,Damien Biegert,162020,998,65,6,T90,0,0,0,0,0,0,0,5,14,11,-6.0,1.0,2,30
qcc,96403,2026,Queen City Classic presented by Another Round,MPO,Disc Golf Pro Tour,Sawyer Barlow,165190,1000,64,6,T90,0,0,0,0,0,0,0,5,15,7,-2.0,1.0,2,27
qcc,96403,2026,Queen City Classic presented by Another Round,MPO,Disc Golf Pro Tour,Andrew Miranda,118426,1016,65,7,T92,0,0,0,0,0,0,0,4,17,8,-4.0,1.0,2,29
qcc,96403,2026,Queen City Classic presented by Another Round,MPO,Disc Golf Pro Tour,Dallas Garber,138089,1021,65,7,T92,0,0,0,0,0,0,0,7,12,11,-4.0,1.0,2,30
qcc,96403,2026,Queen City Classic presented by Another Round,MPO,Disc Golf Pro Tour,Elijah Bickel,94844,1024,68,7,T92,0,0,0,0,0,0,0,4,22,8,-4.0,1.0,2,34
qcc,96403,2026,Queen City Classic presented by Another Round,MPO,Disc Golf Pro Tour,Blake Houston,130941,1014,64,8,T95,0,0,0,0,0,0,0,2,15,9,-7.0,1.0,2,26
qcc,96403,2026,Queen City Classic presented by Another Round,MPO,Disc Golf Pro Tour,Gillis MacDougall,124607,1012,65,8,T95,0,0,0,0,0,0,0,5,16,8,-3.0,1.0,2,29
